ENSG00000245330	-244.513973302607	5.65634185205532e-113
ENSG00000258892	-780.980552769912	3.26111553371653e-62
ENSG00000222328	-56.4390169212705	6.63269869278827e-59
ENSG00000206990	-717.633467536045	7.59930864264737e-47
ENSG00000267697	-19.3843794066295	3.61615683427115e-45
ENSG00000269410	-21.4273280891369	4.63495485552718e-45
ENSG00000250487	-69.3775842771319	6.05386350709243e-42
ENSG00000256240	-730.789598512921	1.76757869866802e-34
ENSG00000262526	-71.2597173203361	2.69659710182758e-32
ENSG00000215791	-15.8907326049436	9.10702459240432e-31
ENSG00000236539	-8.85367940190038	8.12462172253635e-28
ENSG00000188227	-7.91012979672767	5.67053818036446e-27
ENSG00000256142	-73.4426245349043	3.83756959221704e-26
ENSG00000245156	-6.52134889223891	2.47159879493316e-25
ENSG00000256599	-166.606202534647	7.63800707983073e-24
ENSG00000250404	-6.48983537977924	7.40054893707154e-23
ENSG00000258644	-12.9823452625419	1.66554503951317e-21
ENSG00000263563	-8.23292009529735	2.50225691925586e-21
ENSG00000258711	-9.2650666501311	2.94687985367655e-21
ENSG00000206942	-835.240471849019	4.03541672280803e-21
ENSG00000268784	-229.524475913367	7.84626277354503e-21
ENSG00000179344	-15.5693581299836	6.03982327592665e-20
ENSG00000135077	-8.10729924374686	6.74465518135769e-20
ENSG00000213165	-99.8442572865667	8.84234658921792e-20
ENSG00000255429	-40.9564253438409	2.59221990578705e-19
ENSG00000257764	-10.0720962560208	4.14521615369407e-19
ENSG00000185291	-8.12014068339717	4.76715871500957e-19
ENSG00000238198	-7.54629805869222	1.50128930336389e-18
ENSG00000168542	-10.5348022779739	3.33526592791771e-18
ENSG00000269751	-149.169864175463	5.07270665109407e-18
ENSG00000196126	-15.0967908032381	6.42695472022828e-18
ENSG00000235725	-9.81580877213175	9.26642038066948e-18
ENSG00000171657	-10.4269165782087	1.59411005292606e-17
ENSG00000269119	-9.70058023482086	2.32537962960187e-17
ENSG00000228363	-6.23667771176308	5.4560788639266e-17
ENSG00000214955	-69.4180171453003	8.95569484285231e-17
ENSG00000137642	-8.21841879179539	9.98171427171456e-17
ENSG00000013293	-8.15730416755876	1.77261309615562e-16
ENSG00000259382	-89.2193504753874	4.68089738893487e-16
ENSG00000203276	-6.0040167592088	5.11338266954703e-16
ENSG00000270074	-6.47088536696365	5.11338266954703e-16
ENSG00000225889	-6.48795627292594	5.3339139008418e-16
ENSG00000198064	-7.98695780826761	8.95783885899293e-16
ENSG00000238358	-7.35866367007628	9.07903121055701e-16
ENSG00000267047	-266.023032194922	9.53995741539278e-16
ENSG00000149564	-7.92801069177405	1.1395113230353e-15
ENSG00000270641	-7.20174431227152	1.15663862108509e-15
ENSG00000235568	-8.8409375218206	1.36149310423045e-15
ENSG00000261211	-8.48867109447136	1.6636345335773e-15
ENSG00000141527	-6.64760639685222	2.05517701901648e-15
ENSG00000189350	-6.72083088411927	2.74067035399575e-15
ENSG00000110723	-6.06447343543831	2.74067035399575e-15
ENSG00000259848	-7.32935973740536	3.05368025627364e-15
ENSG00000228389	-7.01382223542296	3.64893356331961e-15
ENSG00000196684	-186.750441452558	4.23219046034017e-15
ENSG00000234222	-7.11026863992154	4.43358541632594e-15
ENSG00000204287	-11.9346107342458	6.27031530010836e-15
ENSG00000267874	-308.839045332923	6.90898711585411e-15
ENSG00000119535	-6.7034847049317	8.05014544307281e-15
ENSG00000167483	-6.29572940523696	1.2841154410952e-14
ENSG00000188822	-8.35535456933072	2.01555805073333e-14
ENSG00000245067	-11.2333463789406	2.06865269242449e-14
ENSG00000245970	-5.03992189796015	2.06865269242449e-14
ENSG00000228897	-7.40538644518279	2.06865269242449e-14
ENSG00000214954	-6.94430838003349	2.07330891587216e-14
ENSG00000134539	-7.18558479344988	2.15630986064658e-14
