GeneID	Fitted.with.Significant.Coefficients	Fitted.with.Significant.Coefficients.No.Limma
ENSG00000100342	-25.9637129	-30.3489443
ENSG00000100351	-3.1908740	-2.4375948
ENSG00000100364	0.4325030	2.0798753
ENSG00000100365	-1.3860797	0.0000000
ENSG00000100385	-3.0564484	-2.3117484
ENSG00000100399	-1.2076351	-1.5095439
ENSG00000100416	-0.0776343	-0.0970429
ENSG00000100426	0.2672666	1.8737312
ENSG00000100441	-0.0776343	-0.0970429
ENSG00000100453	-1.3241611	-1.6552014
ENSG00000100479	1.3544532	3.3905668
ENSG00000100485	0.0732317	1.6507354
ENSG00000100490	-3.1943188	-2.0304374
ENSG00000100503	-0.0776343	-0.0970429
ENSG00000100505	-1.0872126	-1.3590157
ENSG00000100526	0.3537712	1.9840024
ENSG00000100528	1.1018043	3.0782400
ENSG00000100567	-0.0776343	-0.0970429
ENSG00000100580	0.1668016	1.7594008
ENSG00000100596	-0.0776343	-0.0970429
ENSG00000100604	-1.4878999	-0.8760901
ENSG00000100626	-3.3497952	-2.5658022
ENSG00000100644	-1.3860797	0.0000000
ENSG00000100664	-0.0776343	-0.0970429
ENSG00000100731	-0.0776343	-0.0970429
ENSG00000100744	0.2061835	1.8155777
ENSG00000100764	-0.0776343	-0.0970429
ENSG00000100796	-0.0776343	-0.0970429
ENSG00000100811	-0.0776343	-0.0970429
ENSG00000100890	-1.8147651	-0.3931301
ENSG00000100916	0.1763700	1.7719261
ENSG00000100918	-1.9553950	-0.5174382
ENSG00000100985	-5.2841190	-5.3497578
ENSG00000101000	1.0269074	2.7978962
ENSG00000101049	-1.7513739	-0.9777415
ENSG00000101082	-1.8739649	-0.4324418
ENSG00000101104	-2.7299899	-1.8165452
ENSG00000101115	-1.6751143	-2.0938929
ENSG00000101126	-0.0776343	-0.0970429
ENSG00000101132	-0.0776343	-0.0970429
ENSG00000101138	-0.0776343	-0.0970429
ENSG00000101144	-3.4407817	-2.8072266
ENSG00000101198	-1.0954472	-1.3693090
ENSG00000101210	-1.1274636	-1.4093295
ENSG00000101213	-1.6883420	-0.9265059
ENSG00000101224	0.1251277	1.7243637
ENSG00000101247	-0.0776343	-0.0970429
ENSG00000101255	1.1772071	3.1722243
ENSG00000101266	-0.0776343	-0.0970429
ENSG00000101276	-3.1747547	-2.2331481
ENSG00000101278	-1.3860797	0.0000000
ENSG00000101307	-1.2861602	-1.6077003
ENSG00000101333	-3.3128278	-2.5117377
ENSG00000101335	-1.7088992	-2.1361239
ENSG00000101336	-3.1615196	-2.4364666
ENSG00000101350	0.0086548	1.5742645
ENSG00000101353	-1.8428991	-0.4037640
ENSG00000101367	-0.0776343	-0.0970429
ENSG00000101412	-0.0776343	-0.0970429
ENSG00000101440	-1.3860797	0.0000000
ENSG00000101447	0.6887756	2.3592597
ENSG00000101544	-0.0776343	-0.0970429
ENSG00000101557	-0.0776343	-0.0970429
ENSG00000101596	-0.0776343	-0.0970429
ENSG00000101605	-3.2544348	-2.2892693
ENSG00000101608	-0.0776343	-0.0970429
ENSG00000101752	0.2119491	1.8269042
ENSG00000101812	-1.3860797	0.0000000
ENSG00000101825	-3.2053876	-1.7686246
ENSG00000101842	-1.8651743	-1.0258884
ENSG00000101843	-0.0776343	-0.0970429
ENSG00000101844	-0.0776343	-0.0970429
ENSG00000101911	-0.0776343	-0.0970429
ENSG00000101938	-1.6583969	-2.0729962
ENSG00000101958	-1.3860797	0.0000000
ENSG00000101977	-1.8195540	-2.2744425
ENSG00000102001	-1.3860797	0.0000000
ENSG00000102034	1.4113406	3.4622997
ENSG00000102038	-0.0776343	-0.0970429
ENSG00000102054	-0.0776343	-0.0970429
ENSG00000102081	-0.0776343	-0.0970429
ENSG00000102109	-1.1847454	-1.4809318
ENSG00000102174	-1.8389961	-0.9259314
ENSG00000102189	1.3163927	3.3457133
ENSG00000102218	0.2391458	1.8542880
ENSG00000102290	-1.3860797	0.0000000
ENSG00000102313	-5.2502734	-5.2560899
ENSG00000102362	1.0898832	2.8553377
ENSG00000102384	0.2148421	1.8288436
ENSG00000102393	1.5111594	3.5832088
ENSG00000102445	-1.3008679	-1.6260849
ENSG00000102452	-1.8001413	-0.9201724
ENSG00000102699	0.0957844	1.6847870
ENSG00000102753	-0.0776343	-0.0970429
ENSG00000102780	-1.4011602	0.1404353
ENSG00000102781	-1.3860797	0.0000000
ENSG00000102878	-1.0993856	-1.3742319
ENSG00000102879	-2.6784014	-3.3480018
ENSG00000102886	-3.3673410	-2.5881789
ENSG00000102924	-1.3860797	0.0000000
ENSG00000102974	-0.0776343	-0.0970429
ENSG00000103035	-0.0776343	-0.0970429
ENSG00000103044	-0.2060272	-0.2575340
ENSG00000103056	-3.7037334	-2.9372711
ENSG00000103064	1.3955749	3.4410963
ENSG00000103067	-1.4778243	-1.8472804
ENSG00000103089	-1.7305778	-0.8949765
ENSG00000103150	-1.3860797	0.0000000
ENSG00000103160	-0.0776343	-0.0970429
ENSG00000103175	7.8122050	11.0604579
ENSG00000103196	-3.0580547	-2.1857143
ENSG00000103275	-0.0776343	-0.0970429
ENSG00000103313	-1.7286654	-0.9756565
ENSG00000103319	-0.0776343	-0.0970429
ENSG00000103381	-0.2060272	-0.2575340
ENSG00000103404	-1.3860797	0.0000000
ENSG00000103489	-1.0677439	-1.3346799
ENSG00000103528	-1.7609730	-0.8795780
ENSG00000103534	-1.8902025	-0.8754962
ENSG00000103591	-0.0776343	-0.0970429
ENSG00000103599	-1.8783277	-0.4327276
ENSG00000103642	-0.0776343	-0.0970429
ENSG00000103723	-3.0968520	-2.1181660
ENSG00000103742	-1.2389115	-1.5486394
ENSG00000103769	-0.0776343	-0.0970429
ENSG00000103888	4.1596956	6.7989249
ENSG00000103966	-0.0776343	-0.0970429
ENSG00000104043	-1.8195006	-1.0267231
ENSG00000104044	-0.6238372	-0.7797965
ENSG00000104059	-1.8238128	-0.9144849
ENSG00000104112	-1.7082868	-0.9079176
ENSG00000104147	0.1552588	1.7519255
ENSG00000104213	-1.3860797	0.0000000
ENSG00000104267	-3.3244717	-2.6817982
ENSG00000104290	0.1075894	1.6889964
ENSG00000104312	-0.0776343	-0.0970429
ENSG00000104313	-1.7072468	-0.9827118
ENSG00000104324	-1.9883518	-0.4870262
ENSG00000104331	-0.0776343	-0.0970429
ENSG00000104332	-2.7627855	-3.4534819
ENSG00000104341	1.3102606	3.3361085
ENSG00000104356	0.4006890	2.0295873
ENSG00000104368	-1.6555072	-2.0693840
ENSG00000104375	-3.6862965	-2.6027343
ENSG00000104419	-2.2703810	-2.8379763
ENSG00000104432	-2.0410834	-0.5351737
ENSG00000104435	-1.6800583	-0.7914180
ENSG00000104537	-1.9268628	-0.8975760
ENSG00000104549	0.5738226	2.2208808
ENSG00000104643	-0.0776343	-0.0970429
ENSG00000104689	-0.0776343	-0.0970429
ENSG00000104756	1.1446624	3.1321953
ENSG00000104814	-3.5645641	-2.6539785
ENSG00000104848	-1.8682885	-1.0227246
ENSG00000104859	0.5826055	0.7282569
ENSG00000104881	-2.3477696	-1.2463793
ENSG00000104885	-0.0776343	-0.0970429
ENSG00000104889	-0.0776343	-0.0970429
ENSG00000104892	-2.2614422	-0.6580901
ENSG00000104894	-4.3750582	-3.3979818
ENSG00000104901	-1.7348970	-0.8603348
ENSG00000104951	-1.5020584	-1.8775729
ENSG00000104967	-1.8157152	-0.9371156
ENSG00000105011	1.2563741	3.2697569
ENSG00000105058	-0.0776343	-0.0970429
ENSG00000105088	-5.5841027	-5.1448408
ENSG00000105122	-1.7433882	-1.0148999
ENSG00000105141	-0.6655545	-0.8319431
ENSG00000105246	-1.6831917	-0.8483985
ENSG00000105321	-0.2060272	-0.2575340
ENSG00000105341	-0.0776343	-0.0970429
ENSG00000105357	-2.6245808	-3.2807260
ENSG00000105369	-3.6587721	-3.0672490
ENSG00000105392	-1.9995412	-1.1307217
ENSG00000105409	-3.2644532	-2.4124462
ENSG00000105427	-3.5803982	-4.4754977
ENSG00000105479	-1.7513828	-0.8588600
ENSG00000105519	-2.6649591	-1.7424850
ENSG00000105609	-3.9397552	-3.2813605
ENSG00000105647	-0.2060272	-0.2575340
ENSG00000105650	-3.4865413	-2.7450880
ENSG00000105664	-0.6655545	-0.8319431
ENSG00000105694	-1.3860797	0.0000000
ENSG00000105696	-1.7532943	-0.9627299
ENSG00000105699	-2.8471808	-1.9124591
ENSG00000105707	-3.4094771	-2.8792030
ENSG00000105755	-0.0776343	-0.0970429
ENSG00000105792	-1.8379361	-0.4060872
ENSG00000105808	-3.2593738	-2.4915171
ENSG00000105835	1.0527061	3.0187199
ENSG00000105855	6.3105017	9.4511751
ENSG00000105879	-0.0776343	-0.0970429
ENSG00000105880	-1.6256819	-0.9426044
ENSG00000105887	-1.3472843	-0.0857747
ENSG00000105894	-0.2060272	-0.2575340
ENSG00000105929	-1.2546667	-1.5683334
ENSG00000105953	-0.0776343	-0.0970429
ENSG00000105968	-0.0776343	-0.0970429
ENSG00000105991	-0.0776343	-0.0970429
ENSG00000106031	-1.6918589	-1.0240151
ENSG00000106049	-3.4117598	-2.2938891
ENSG00000106069	-0.2060272	-0.2575340
ENSG00000106086	-0.0776343	-0.0970429
ENSG00000106123	-1.2146764	-1.5183454
ENSG00000106236	-1.5968081	-1.9960102
ENSG00000106258	-2.7705688	-1.7138041
ENSG00000106278	-2.5905533	-3.2381917
ENSG00000106333	-3.0186486	-3.7733108
ENSG00000106336	-1.8632602	-0.8186528
ENSG00000106404	-2.4921833	-1.4365128
ENSG00000106436	-1.8860884	-0.8726044
ENSG00000106443	-4.7649754	-3.7809498
ENSG00000106511	-1.6726160	-0.9715597
ENSG00000106554	-1.8768443	-0.4309831
ENSG00000106560	-3.5411909	-2.6393580
ENSG00000106565	-26.0164744	-30.4855719
ENSG00000106609	-0.0776343	-0.0970429
ENSG00000106686	-0.2060272	-0.2575340
ENSG00000106689	-3.7302896	-3.1181289
ENSG00000106692	-0.0776343	-0.0970429
ENSG00000106723	1.0348030	2.9966344
ENSG00000106771	-0.0131332	1.5553194
ENSG00000106780	1.3646794	3.4030852
ENSG00000106789	-0.0776343	-0.0970429
ENSG00000106799	0.4371933	2.0802659
ENSG00000106819	-1.6307731	-1.0484586
ENSG00000106823	-1.7648110	-0.9779713
ENSG00000106829	-0.2060272	-0.2575340
ENSG00000106852	-1.7280320	-0.9645038
ENSG00000106952	-1.3860797	0.0000000
ENSG00000107014	-1.1447203	0.5509297
ENSG00000107020	-0.2060272	-0.2575340
ENSG00000107036	-0.0776343	-0.0970429
ENSG00000107077	-0.2060272	-0.2575340
ENSG00000107130	0.4245929	2.0840393
ENSG00000107159	-1.7078256	-0.9192144
ENSG00000107164	-0.0776343	-0.0970429
ENSG00000107165	-0.4998171	-0.6247714
ENSG00000107185	0.2021647	1.8043690
ENSG00000107186	1.4314911	3.4869301
ENSG00000107242	-3.6267836	-2.8626805
ENSG00000107290	-0.0776343	-0.0970429
ENSG00000107317	-6.9327306	-6.7931279
ENSG00000107362	1.2041281	3.2058990
ENSG00000107372	-0.0776343	-0.0970429
ENSG00000107443	-0.0776343	-0.0970429
ENSG00000107485	-3.4653889	-2.9480968
ENSG00000107521	-0.0776343	-0.0970429
ENSG00000107537	-0.0776343	-0.0970429
ENSG00000107554	-0.0776343	-0.0970429
ENSG00000107560	1.1060732	3.0866062
ENSG00000107562	-22.3941949	-26.1266275
ENSG00000107566	-1.3860797	0.0000000
ENSG00000107581	-0.0776343	-0.0970429
ENSG00000107625	-0.0776343	-0.0970429
ENSG00000107651	-0.0776343	-0.0970429
ENSG00000107679	-0.0776343	-0.0970429
ENSG00000107719	-2.9865413	-2.1472592
ENSG00000107731	-5.2648004	-4.7922048
ENSG00000107738	-3.0080187	-2.1952928
ENSG00000107742	-6.9494604	-6.7754557
ENSG00000107745	-3.2289183	-2.0976701
ENSG00000107758	-0.0776343	-0.0970429
ENSG00000107789	0.4037479	2.0304735
ENSG00000107796	-9.9255992	-10.6101958
ENSG00000107798	-0.0776343	-0.0970429
ENSG00000107829	-2.9726410	-1.7859053
ENSG00000107854	0.3065561	1.9107800
ENSG00000107897	1.1959674	3.1953990
ENSG00000107902	-0.2060272	-0.2575340
ENSG00000107929	-0.0776343	-0.0970429
ENSG00000107937	-0.0776343	-0.0970429
ENSG00000107957	1.0382493	3.0008860
ENSG00000107984	4.4606724	7.0909331
ENSG00000108021	-0.0776343	-0.0970429
ENSG00000108039	-0.0776343	-0.0970429
ENSG00000108055	0.3504136	1.9715695
ENSG00000108091	-0.0776343	-0.0970429
ENSG00000108094	0.1187187	1.7097481
ENSG00000108106	0.3967540	2.0375807
ENSG00000108306	-0.0776343	-0.0970429
ENSG00000108309	-2.9051242	-2.0118583
ENSG00000108352	-1.2499867	-1.5624834
ENSG00000108370	-1.8800456	-0.8006894
ENSG00000108375	-5.6946948	-5.3207805
ENSG00000108389	-0.0532448	1.5048116
ENSG00000108406	-0.0776343	-0.0970429
ENSG00000108424	-0.0776343	-0.0970429
ENSG00000108468	-0.0776343	-0.0970429
ENSG00000108474	-3.2302971	-2.1054723
ENSG00000108515	-3.3895993	-2.2809148
ENSG00000108518	-0.0776343	-0.0970429
ENSG00000108582	-0.0776343	-0.0970429
ENSG00000108602	-3.0788635	-2.4397349
ENSG00000108622	-3.2836200	-2.5826506
ENSG00000108785	-1.3860797	0.0000000
ENSG00000108788	-0.0776343	-0.0970429
ENSG00000108821	-19.2907792	-21.8014062
ENSG00000108823	-2.7212974	-1.6622985
ENSG00000108829	-0.0776343	-0.0970429
ENSG00000108840	-0.0776343	-0.0970429
ENSG00000108846	-2.7301816	-1.7153531
ENSG00000108924	-1.5797390	-0.8738047
ENSG00000108932	12.1631705	16.0123389
ENSG00000108946	-1.3860797	0.0000000
ENSG00000108947	-0.0776343	-0.0970429
ENSG00000108950	-3.2003177	-2.3318389
ENSG00000108960	-0.0776343	-0.0970429
ENSG00000109047	-1.9279106	-1.0153179
ENSG00000109063	-3.4049544	-2.6446665
ENSG00000109072	-1.7137305	-0.8857318
ENSG00000109089	0.4273267	2.1029713
ENSG00000109133	0.1261487	1.7164138
ENSG00000109171	-0.0776343	-0.0970429
ENSG00000109184	-0.0776343	-0.0970429
ENSG00000109189	0.0836041	1.6744439
ENSG00000109255	-3.1864289	-2.3540009
ENSG00000109320	-0.0776343	-0.0970429
ENSG00000109332	-0.0776343	-0.0970429
ENSG00000109339	-3.1647733	-2.1933398
ENSG00000109436	0.7958528	2.5197453
ENSG00000109472	-4.5237041	-3.7327189
ENSG00000109475	-0.0776343	-0.0970429
ENSG00000109501	-0.0776343	-0.0970429
ENSG00000109576	-0.0776343	-0.0970429
ENSG00000109606	-0.0776343	-0.0970429
ENSG00000109610	-1.1606868	-1.4508585
ENSG00000109667	-2.9043651	-1.8998987
ENSG00000109674	1.1155379	3.0980230
ENSG00000109685	0.0152514	1.5796189
ENSG00000109762	0.2329211	1.8371927
ENSG00000109790	-0.0776343	-0.0970429
ENSG00000109805	0.5507142	2.2052830
ENSG00000109819	-1.1181935	-1.3977418
ENSG00000109846	-2.3258970	-2.9073712
ENSG00000109854	0.5101382	2.1910037
ENSG00000109906	-3.4306087	-2.6671029
ENSG00000109911	-3.2295855	-2.1126905
ENSG00000109929	0.1622675	1.7666256
ENSG00000109943	-1.3860797	0.0000000
ENSG00000109956	-0.0776343	-0.0970429
ENSG00000109971	-1.3860797	0.0000000
ENSG00000109991	-1.3860797	0.0000000
ENSG00000110002	1.3873878	3.4346728
ENSG00000110048	-0.0776343	-0.0970429
ENSG00000110076	-5.1212761	-5.1544425
ENSG00000110077	-19.1683464	-23.9604330
ENSG00000110092	0.9503990	2.6795794
ENSG00000110169	-1.7874229	-0.8718199
ENSG00000110172	0.0974597	1.6899786
ENSG00000110218	0.7002776	2.3764342
ENSG00000110324	-2.9247796	-2.1620835
ENSG00000110344	1.1347109	3.1202956
ENSG00000110347	-1.3860797	0.0000000
ENSG00000110367	-0.0776343	-0.0970429
ENSG00000110375	-1.3860797	0.0000000
ENSG00000110395	0.4674953	2.0971927
ENSG00000110422	-1.3860797	0.0000000
ENSG00000110427	1.5232863	3.6017293
ENSG00000110446	-11.3826088	-12.2741213
ENSG00000110492	-2.6143571	-3.2679463
ENSG00000110497	-0.2060272	-0.2575340
ENSG00000110628	1.1201282	3.1018663
ENSG00000110660	0.2896734	1.9977751
ENSG00000110700	-1.3860797	0.0000000
ENSG00000110723	-1.8115491	-0.9997081
ENSG00000110768	-0.0776343	-0.0970429
ENSG00000110799	-5.7634629	-5.4215266
ENSG00000110848	-1.7829948	-0.8459861
ENSG00000110851	-0.0776343	-0.0970429
ENSG00000110876	-3.1137932	-2.3295410
ENSG00000110880	-0.0776343	-0.0970429
ENSG00000110900	-1.1138928	-1.3923660
ENSG00000110917	-0.0776343	-0.0970429
ENSG00000110925	-0.0776343	-0.0970429
ENSG00000110931	-0.0776343	-0.0970429
ENSG00000110958	-0.0776343	-0.0970429
ENSG00000111057	-1.3829798	-1.7287247
ENSG00000111058	-1.3605067	-1.7006334
ENSG00000111144	-0.0776343	-0.0970429
ENSG00000111145	-0.0776343	-0.0970429
ENSG00000111181	-2.8671998	-1.9996668
ENSG00000111206	1.2359642	3.2446181
ENSG00000111215	-2.8486891	-2.0160596
ENSG00000111252	3.9064009	6.4492722
ENSG00000111269	-0.0776343	-0.0970429
ENSG00000111276	-0.0776343	-0.0970429
ENSG00000111305	-1.8903604	-0.9506808
ENSG00000111319	-1.6791373	-0.6154575
ENSG00000111335	-2.4506249	-3.0632811
ENSG00000111339	-1.8937391	-1.0262312
ENSG00000111341	-25.9536136	-32.4420170
ENSG00000111348	-17.0757466	-19.3234192
ENSG00000111371	-2.9376546	-2.0725425
ENSG00000111412	0.2280323	1.8533542
ENSG00000111445	-0.0776343	-0.0970429
ENSG00000111450	-0.0776343	-0.0970429
ENSG00000111490	-3.4158048	-2.4312311
ENSG00000111530	0.0712456	1.6596998
ENSG00000111540	-1.3860797	0.0000000
ENSG00000111602	-0.0776343	-0.0970429
ENSG00000111644	-1.8237964	-0.8745070
ENSG00000111665	-0.0776343	-0.0970429
ENSG00000111666	-0.0776343	-0.0970429
ENSG00000111670	1.0802051	3.0526373
ENSG00000111679	-17.8359167	-20.4218979
ENSG00000111704	-1.8993136	-1.0974758
ENSG00000111727	-0.0776343	-0.0970429
ENSG00000111728	-0.2060272	-0.2575340
ENSG00000111737	-0.0776343	-0.0970429
ENSG00000111775	-1.6527013	-0.5200173
ENSG00000111788	-1.8124406	-0.3924773
ENSG00000111796	-1.8229004	-0.9275424
ENSG00000111837	-1.3860797	0.0000000
ENSG00000111863	-2.7614507	-1.7611895
ENSG00000111875	-0.4989188	1.0226317
ENSG00000111879	-1.8729790	-0.8079148
ENSG00000111897	1.0459564	3.0103937
ENSG00000111907	-3.0095553	-1.9546772
ENSG00000111981	-2.0441076	-0.5298025
ENSG00000112029	0.0423392	1.6214257
ENSG00000112053	-1.9421291	-0.9528782
ENSG00000112062	-0.0776343	-0.0970429
ENSG00000112078	-0.0776343	-0.0970429
ENSG00000112081	-0.0776343	-0.0970429
ENSG00000112139	5.1365612	8.0205203
ENSG00000112144	0.2407560	1.8571724
ENSG00000112210	-0.0776343	-0.0970429
ENSG00000112234	0.3359123	1.9542347
ENSG00000112249	-0.0776343	-0.0970429
ENSG00000112276	-0.0221873	1.8433787
ENSG00000112280	-1.3860797	0.0000000
ENSG00000112297	-5.2649844	-4.8376914
ENSG00000112303	-1.7701289	-0.7892522
ENSG00000112305	-3.1001300	-1.9389511
ENSG00000112309	-0.0776343	-0.0970429
ENSG00000112312	1.2105621	3.2126161
ENSG00000112320	-1.1706126	-1.4632657
ENSG00000112335	-0.0776343	-0.0970429
ENSG00000112339	-0.0776343	-0.0970429
ENSG00000112343	-0.0776343	-0.0970429
ENSG00000112365	-1.3612027	-0.1032868
ENSG00000112367	1.2772859	3.2956238
ENSG00000112406	-0.0776343	-0.0970429
ENSG00000112419	-1.3860797	0.0000000
ENSG00000112486	-1.8493396	-0.8789789
ENSG00000112511	-0.0776343	-0.0970429
ENSG00000112530	-3.3873084	-2.5881920
ENSG00000112559	-3.2598698	-2.5508464
ENSG00000112599	-1.8004390	-0.8137202
ENSG00000112640	-0.0776343	-0.0970429
ENSG00000112699	-4.3365146	-3.3136275
ENSG00000112742	0.5606951	2.2110373
ENSG00000112761	-1.8986635	-0.9633904
ENSG00000112782	-1.7932294	-0.8994334
ENSG00000112812	-1.7160339	-0.8496704
ENSG00000112837	-1.6859270	-0.8710105
ENSG00000112852	-1.6674209	-0.9472666
ENSG00000112893	-0.0776343	-0.0970429
ENSG00000112902	-0.7398590	-0.9248237
ENSG00000112936	-1.7045725	-1.1027162
ENSG00000112941	-0.0776343	-0.0970429
ENSG00000112964	-0.2060272	-0.2575340
ENSG00000112972	0.1624152	1.7693139
ENSG00000112977	-1.8384762	-0.3999372
ENSG00000112984	0.5452531	2.1797764
ENSG00000112996	-0.0776343	-0.0970429
ENSG00000113048	-3.0703835	-1.8992799
ENSG00000113083	0.6147716	2.3225616
ENSG00000113161	3.2081446	5.6578406
ENSG00000113163	-0.0218502	1.5438337
ENSG00000113194	-0.0776343	-0.0970429
ENSG00000113209	-1.7045278	-0.8777185
ENSG00000113211	-1.6029700	-0.9403526
ENSG00000113248	-1.7085219	-0.8900397
ENSG00000113263	-3.7463302	-3.0156983
ENSG00000113296	-3.0394681	-1.9729310
ENSG00000113319	-1.8766538	-0.7952831
ENSG00000113328	-0.0776343	-0.0970429
ENSG00000113356	-1.3860797	0.0000000
ENSG00000113361	-1.7188179	-0.8701437
ENSG00000113368	-0.0615621	1.4975050
ENSG00000113369	-1.0653376	-1.3316721
ENSG00000113384	-0.0776343	-0.0970429
ENSG00000113391	-1.8309659	-0.3989416
ENSG00000113407	-0.0776343	-0.0970429
ENSG00000113441	-1.3539941	-0.0978050
ENSG00000113504	4.3650013	6.9895040
ENSG00000113569	-0.0776343	-0.0970429
ENSG00000113578	-3.2960646	-2.3647425
ENSG00000113595	1.0722197	3.0436636
ENSG00000113615	0.2575069	1.8606781
ENSG00000113638	1.1407217	3.1274264
ENSG00000113643	-0.0776343	-0.0970429
ENSG00000113658	-0.0776343	-0.0970429
ENSG00000113712	-1.3860797	0.0000000
ENSG00000113716	-0.0776343	-0.0970429
ENSG00000113721	-5.6932859	-5.3377643
ENSG00000113810	1.1264871	3.1089761
ENSG00000113924	-1.3860797	0.0000000
ENSG00000113966	1.0688761	3.0387881
ENSG00000114030	-0.0776343	-0.0970429
ENSG00000114062	-0.0776343	-0.0970429
ENSG00000114115	-3.4439252	-2.7931872
ENSG00000114209	1.3262468	3.3549852
ENSG00000114268	-1.3006092	-0.0488514
ENSG00000114346	0.1908330	1.8034428
ENSG00000114378	-0.2060272	-0.2575340
ENSG00000114395	-0.0776343	-0.0970429
ENSG00000114450	0.4237858	2.0705760
ENSG00000114455	-10.1103333	-11.3829040
ENSG00000114487	-1.7998271	-0.9064162
ENSG00000114520	-0.0776343	-0.0970429
ENSG00000114529	-0.0776343	-0.0970429
ENSG00000114573	-0.0776343	-0.0970429
ENSG00000114631	-4.4517356	-3.7916991
ENSG00000114638	-1.8260636	-1.0336142
ENSG00000114646	-3.2425280	-2.6024069
ENSG00000114656	-3.1710703	-2.4079087
ENSG00000114670	-3.9030135	-2.8428545
ENSG00000114686	-0.0776343	-0.0970429
ENSG00000114739	-0.0776343	-0.0970429
ENSG00000114757	-3.2848535	-2.3786673
ENSG00000114771	-1.3860797	0.0000000
ENSG00000114812	-1.6617525	-1.0747887
ENSG00000114841	-1.8526570	-0.8148615
ENSG00000114854	-1.3860797	0.0000000
ENSG00000114978	1.1939987	3.1929163
ENSG00000114982	-0.0776343	-0.0970429
ENSG00000114999	-0.0007006	1.5655421
ENSG00000115020	-0.0776343	-0.0970429
ENSG00000115073	-0.0776343	-0.0970429
ENSG00000115085	-3.1489274	-2.4410796
ENSG00000115091	0.0263068	1.6054650
ENSG00000115128	-0.0776343	-0.0970429
ENSG00000115163	-1.3665010	-0.1039380
ENSG00000115216	-0.0776343	-0.0970429
ENSG00000115252	-1.7002631	-0.9613261
ENSG00000115266	-1.3860797	0.0000000
ENSG00000115353	-1.3860797	0.0000000
ENSG00000115364	-0.0776343	-0.0970429
ENSG00000115365	-0.0776343	-0.0970429
ENSG00000115380	-3.7219301	-3.1347047
ENSG00000115457	-18.6412126	-21.2991098
ENSG00000115461	-6.8250754	-6.6592379
ENSG00000115484	-0.0776343	-0.0970429
ENSG00000115486	-0.0776343	-0.0970429
ENSG00000115504	-0.2060272	-0.2575340
ENSG00000115507	-1.7075493	-0.9775818
ENSG00000115514	0.1949832	1.7912270
ENSG00000115523	-1.6387293	-0.8982030
ENSG00000115539	-0.0776343	-0.0970429
ENSG00000115568	-0.0776343	-0.0970429
ENSG00000115594	-2.7585982	-1.8306066
ENSG00000115604	-1.8634018	-0.7955937
ENSG00000115756	1.3056677	3.3304544
ENSG00000115808	0.3226761	1.9377005
ENSG00000115825	0.5854108	2.2472904
ENSG00000115828	-0.2060272	-0.2575340
ENSG00000115844	-1.6663482	-0.8639975
ENSG00000115884	-2.3474731	-2.9343414
ENSG00000115902	4.9177321	7.6854579
ENSG00000115956	-1.6240759	-1.0377513
ENSG00000115966	-0.0776343	-0.0970429
ENSG00000115970	-4.1569464	-3.1315693
ENSG00000115993	0.5810405	2.2308922
ENSG00000116030	-0.0776343	-0.0970429
ENSG00000116031	-1.6535840	-0.9764352
ENSG00000116039	-2.9244188	-1.9929971
ENSG00000116062	-0.0776343	-0.0970429
ENSG00000116095	-0.0776343	-0.0970429
ENSG00000116117	-0.2060272	-0.2575340
ENSG00000116132	-20.7235614	-23.9079415
ENSG00000116133	5.3421221	8.1436720
ENSG00000116151	-0.2060272	-0.2575340
ENSG00000116161	-0.0776343	-0.0970429
ENSG00000116198	-0.0776343	-0.0970429
ENSG00000116199	-0.0776343	-0.0970429
ENSG00000116212	-0.0776343	-0.0970429
ENSG00000116221	-0.0776343	-0.0970429
ENSG00000116273	-0.0776343	-0.0970429
ENSG00000116285	-0.2060272	-0.2575340
ENSG00000116299	-3.2344472	-2.3141798
ENSG00000116329	-1.3860797	0.0000000
ENSG00000116459	-0.0232011	1.5402556
ENSG00000116478	-0.0776343	-0.0970429
ENSG00000116641	-0.0776343	-0.0970429
ENSG00000116667	-3.7580608	-2.6831749
ENSG00000116688	-0.0776343	-0.0970429
ENSG00000116701	-3.7434977	-3.1805170
ENSG00000116747	-0.0776343	-0.0970429
ENSG00000116833	-3.4742094	-2.5639176
