Gene ID	CI DESeq	CI NOISeq	CuffDiff	Limma	GeneSpring
ENSG00000076003	NA	NA	NA	NA	3.3195164
ENSG00000076053	NA	NA	NA	2.114707474	NA
ENSG00000076067	NA	NA	NA	NA	3.1404696
ENSG00000076108	NA	NA	NA	NA	3.5219371
ENSG00000076248	NA	NA	NA	NA	2.9738057
ENSG00000076344	-3.191923397	NA	-2.89434	NA	NA
ENSG00000076356	-2.543191112	NA	-3.59155	-2.927844538	NA
ENSG00000076382	NA	NA	2.23931	2.554322056	NA
ENSG00000076554	NA	NA	-2.82464	-2.433397566	NA
ENSG00000076641	2.251852616	NA	2.18831	2.786935716	6.8149495
ENSG00000076716	-2.364384653	NA	-2.27617	NA	NA
ENSG00000076770	NA	NA	NA	NA	3.5856256
ENSG00000076826	-10.84063194	NA	NA	-7.582103062	NA
ENSG00000077147	NA	NA	NA	NA	3.5360622
ENSG00000077152	NA	NA	NA	2.22307474	4.6688747
ENSG00000077264	-3.359569282	NA	NA	NA	NA
ENSG00000077327	NA	NA	NA	-6.364606015	NA
ENSG00000077380	NA	NA	NA	NA	3.2098029
ENSG00000077420	NA	NA	NA	NA	NA
ENSG00000077713	NA	NA	NA	NA	3.117042
ENSG00000077721	NA	NA	NA	NA	2.5312254
ENSG00000077782	NA	NA	NA	2.325527486	5.01249
ENSG00000077800	-4.028468889	NA	NA	-5.242582002	NA
ENSG00000077935	-4.504084919	NA	NA	NA	NA
ENSG00000077942	NA	NA	2.04525	2.606871765	6.0918136
ENSG00000077984	-6.803217722	NA	NA	NA	NA
ENSG00000078081	-4.725481822	NA	NA	-3.693088991	NA
ENSG00000078098	2.075054845	NA	2.08253	2.560894055	5.8959775
ENSG00000078114	NA	NA	-3.28791	-4.911179419	NA
ENSG00000078295	NA	NA	-4.10641	NA	NA
ENSG00000078319	NA	NA	-2.13404	NA	NA
ENSG00000078328	-7.25856593	NA	NA	NA	NA
ENSG00000078399	2.28727902	NA	3.58423	3.99490534	NA
ENSG00000078487	-2.291449662	NA	-2.87609	-2.56383477	NA
ENSG00000078549	-5.240363102	NA	NA	NA	NA
ENSG00000078668	NA	NA	NA	NA	3.5061586
ENSG00000078725	-7.091280385	NA	NA	NA	NA
ENSG00000078747	NA	NA	NA	NA	3.0398936
ENSG00000078795	NA	NA	-7.53824	-7.178544352	NA
ENSG00000078814	-3.803433131	NA	NA	-7.084126049	NA
ENSG00000078900	-3.666276245	NA	NA	-2.959313715	NA
ENSG00000079101	-2.047771122	NA	NA	NA	NA
ENSG00000079102	-2.620245453	NA	NA	NA	NA
ENSG00000079112	-6.221170378	NA	NA	NA	NA
ENSG00000079215	-2.716811723	NA	-2.45729	NA	NA
ENSG00000079246	NA	NA	NA	NA	3.0080388
ENSG00000079263	NA	NA	NA	-2.705500743	NA
ENSG00000079332	NA	NA	NA	NA	2.8244076
ENSG00000079337	-5.066523571	NA	-4.77263	-4.486267848	NA
ENSG00000079387	NA	NA	NA	NA	2.710925
ENSG00000079435	NA	NA	NA	2.241949279	NA
ENSG00000079482	-3.637162284	-3.637020412	NA	NA	NA
ENSG00000079691	NA	NA	-2.08658	NA	NA
ENSG00000079785	NA	NA	NA	NA	2.9872596
ENSG00000079841	-5.53516773	NA	NA	NA	NA
ENSG00000079931	-2.814983953	NA	NA	NA	NA
ENSG00000079950	NA	NA	NA	2.095160173	4.272736
ENSG00000080224	-5.253844906	NA	NA	NA	NA
ENSG00000080293	-4.7124797	NA	NA	NA	NA
ENSG00000080345	NA	NA	2.24191	2.449509225	5.314316
ENSG00000080709	-2.913461396	NA	-4.19385	NA	NA
ENSG00000080815	NA	NA	NA	NA	2.67783
ENSG00000080824	NA	NA	NA	NA	3.5269573
ENSG00000080839	NA	NA	2.14236	2.293192876	4.8894725
ENSG00000080947	-2.055953648	NA	-4.60023	-4.400503681	-4.550364
ENSG00000081019	NA	NA	NA	2.244171542	4.4864864
ENSG00000081041	2.732705245	NA	2.40988	2.673985918	6.007242
ENSG00000081052	-2.807567415	NA	NA	NA	NA
ENSG00000081087	NA	NA	NA	2.056559341	4.1599307
ENSG00000081154	NA	NA	NA	NA	2.8256848
ENSG00000081181	NA	NA	NA	2.158196598	4.3695035
ENSG00000081237	-10.14521066	NA	NA	-9.965615312	NA
ENSG00000081277	-6.484129728	-6.415961343	-5.69247	NA	NA
ENSG00000081479	-8.45608844	-8.4741692	-8.4083	-6.956361678	NA
ENSG00000081665	NA	NA	-2.59405	-2.408915966	NA
ENSG00000081803	NA	NA	-3.23214	NA	NA
ENSG00000081818	-5.977524098	NA	NA	NA	NA
ENSG00000081842	-6.588775886	NA	NA	NA	NA
ENSG00000081853	NA	NA	NA	NA	NA
ENSG00000082068	NA	NA	-3.28518	-3.068418656	-8.388535
ENSG00000082074	-3.924401443	NA	-3.25685	NA	NA
ENSG00000082126	-2.913932019	NA	NA	-3.753918099	NA
ENSG00000082146	NA	NA	NA	2.003627044	4.010069
ENSG00000082153	NA	NA	NA	2.128361636	4.372206
ENSG00000082196	NA	NA	-5.65333	NA	NA
ENSG00000082212	NA	NA	NA	2.03902522	4.099443
ENSG00000082293	NA	NA	-2.67995	NA	NA
ENSG00000082458	NA	NA	NA	2.209908581	4.363421
ENSG00000082482	-4.865521275	NA	-5.89602	-5.173226111	NA
ENSG00000082515	NA	NA	NA	NA	3.64446
ENSG00000082556	-4.523191242	NA	NA	-5.200059895	NA
ENSG00000082898	NA	NA	NA	NA	2.883652
ENSG00000082929	-3.408210575	NA	NA	NA	NA
ENSG00000083097	NA	NA	NA	NA	2.6130228
ENSG00000083123	NA	NA	-2.71858	-2.285623942	-4.8757496
ENSG00000083223	NA	NA	NA	NA	2.7831118
ENSG00000083307	NA	NA	NA	NA	NA
ENSG00000083312	NA	NA	2.42301	2.690079735	6.4534907
ENSG00000083457	NA	NA	NA	NA	3.3235435
ENSG00000083520	NA	NA	NA	NA	3.505722
ENSG00000083544	NA	NA	NA	2.479470827	NA
ENSG00000083782	-5.835499316	NA	NA	NA	NA
ENSG00000083844	NA	NA	NA	NA	2.6247993
ENSG00000084073	NA	NA	NA	NA	2.7924867
ENSG00000084090	NA	NA	NA	NA	2.588289
ENSG00000084093	NA	NA	2.18889	2.344963363	4.948461
ENSG00000084110	-7.080527959	NA	NA	-6.149156926	NA
ENSG00000084112	2.349993718	NA	2.93524	3.162628702	8.954597
ENSG00000084234	NA	NA	NA	NA	2.6613538
ENSG00000084453	-6.374955995	NA	NA	-4.279424429	NA
ENSG00000084628	-5.096883647	NA	-4.39409	-3.732157566	NA
ENSG00000084636	-4.264642037	-4.271952274	-4.23929	-3.928939454	-15.231009
ENSG00000084674	-4.251939429	NA	NA	NA	NA
ENSG00000084693	NA	NA	NA	NA	2.661644
ENSG00000084710	NA	NA	NA	2.160139647	4.2918396
ENSG00000084731	NA	NA	2.0099	2.422731575	5.3448386
ENSG00000084754	NA	NA	NA	2.121398086	4.3511543
ENSG00000085185	NA	NA	NA	NA	2.8194206
ENSG00000085231	NA	NA	NA	NA	3.0517437
ENSG00000085265	NA	NA	NA	NA	NA
ENSG00000085276	-2.737599063	NA	NA	-2.999690957	NA
ENSG00000085377	NA	NA	NA	NA	3.0746713
ENSG00000085433	NA	NA	NA	NA	3.348272
ENSG00000085449	NA	NA	2.02862	2.250911098	4.7598333
ENSG00000085465	-2.034527955	NA	NA	-2.209772373	NA
ENSG00000085491	NA	NA	2.22348	2.530845484	5.78317
ENSG00000085514	-5.081137133	NA	-8.21876	-6.767799054	NA
ENSG00000085552	-7.388416573	NA	NA	-5.108733882	NA
ENSG00000085662	NA	NA	2.54418	2.874713565	7.3345766
ENSG00000085719	NA	NA	NA	NA	2.894549
ENSG00000085721	NA	NA	NA	NA	2.6923296
ENSG00000085741	-3.409362379	NA	NA	NA	NA
ENSG00000085831	-5.278682416	-5.26566528	-4.4803	NA	NA
ENSG00000085840	NA	NA	NA	2.177236624	4.277291
ENSG00000085978	NA	NA	NA	NA	2.887844
ENSG00000086159	-3.291397208	NA	NA	NA	NA
ENSG00000086189	NA	NA	NA	NA	2.8030841
ENSG00000086205	-2.998255373	NA	NA	NA	NA
ENSG00000086300	NA	NA	-2.59652	NA	NA
ENSG00000086475	NA	NA	2.20847	2.383920389	5.219532
ENSG00000086506	-6.094186796	NA	NA	NA	NA
ENSG00000086548	-5.731025694	NA	NA	NA	NA
ENSG00000086570	-2.144734635	NA	-2.35667	NA	NA
ENSG00000086589	NA	NA	NA	NA	2.5186822
ENSG00000086717	-4.881081938	NA	NA	-4.971568365	NA
ENSG00000086730	-2.827245642	NA	-2.70747	-2.629552464	-4.002689
ENSG00000086758	NA	NA	NA	NA	2.0970993
ENSG00000086827	NA	NA	NA	2.113720191	4.303285
ENSG00000086967	-4.334483577	NA	NA	NA	NA
ENSG00000087076	-2.028831311	NA	NA	NA	NA
ENSG00000087128	-3.960086326	NA	NA	NA	NA
ENSG00000087152	NA	NA	NA	NA	2.3540766
ENSG00000087237	-5.362861123	NA	NA	NA	NA
ENSG00000087250	-4.108703958	NA	NA	NA	NA
ENSG00000087258	-6.224542795	NA	-9.26732	-7.634595015	NA
ENSG00000087301	NA	NA	NA	NA	3.3667388
ENSG00000087303	-2.036531822	NA	NA	NA	NA
ENSG00000087448	NA	NA	2.26092	2.405384154	5.2977667
ENSG00000087470	NA	NA	NA	NA	2.8200107
ENSG00000087586	NA	NA	NA	2.105646658	4.3039055
ENSG00000087589	-3.726574707	NA	NA	NA	NA
ENSG00000087916	-7.112897428	NA	NA	-7.32635904	NA
ENSG00000088002	-5.976804435	NA	-4.49609	NA	NA
ENSG00000088053	-3.214914552	NA	NA	NA	NA
ENSG00000088320	-9.266515509	NA	NA	-4.933323731	NA
ENSG00000088325	NA	NA	2.07241	2.262374448	4.797804
ENSG00000088340	-7.799165582	NA	NA	-6.09878453	-5.63031
ENSG00000088386	NA	NA	NA	NA	NA
ENSG00000088538	-2.945463037	NA	NA	NA	NA
ENSG00000088726	NA	NA	NA	NA	NA
ENSG00000088756	-2.014715857	NA	-3.1904	-2.817418378	NA
ENSG00000088832	NA	NA	2.0877	2.318002488	4.9864125
ENSG00000088836	NA	NA	NA	2.719867319	4.5562553
ENSG00000088881	-4.482762212	NA	-4.67154	-3.493367636	NA
ENSG00000088882	-9.513786234	-9.508852871	NA	-7.470993162	NA
ENSG00000088888	NA	NA	NA	NA	3.7737262
ENSG00000088930	NA	NA	NA	NA	2.9347992
ENSG00000088970	NA	NA	-2.3217	-2.07514973	-4.2138815
ENSG00000088986	NA	NA	NA	NA	2.2654374
ENSG00000088992	-4.591600849	NA	-4.41702	-4.544051847	NA
ENSG00000089012	-8.715831038	NA	NA	NA	NA
ENSG00000089057	NA	NA	2.00709	2.197213547	4.585927
ENSG00000089127	-2.48299165	NA	NA	NA	NA
ENSG00000089154	NA	NA	NA	NA	3.3353326
ENSG00000089169	-5.114338898	NA	NA	NA	NA
ENSG00000089199	-2.135684825	NA	NA	NA	NA
ENSG00000089225	-8.082051786	NA	NA	NA	NA
ENSG00000089356	-3.732457085	-3.731426245	-2.65289	NA	NA
ENSG00000089472	-2.734970915	NA	NA	NA	NA
ENSG00000089558	-3.083781364	NA	NA	NA	NA
ENSG00000089597	NA	NA	NA	NA	3.2095268
ENSG00000089692	-6.988537222	NA	-6.92371	-5.968610441	NA
ENSG00000089820	NA	NA	-2.60035	-2.13021419	NA
ENSG00000089847	-4.002790531	NA	NA	-4.018494364	NA
ENSG00000089876	NA	NA	NA	2.074584856	4.2122316
ENSG00000089902	NA	NA	NA	NA	3.4940364
ENSG00000090054	NA	NA	NA	NA	2.818675
ENSG00000090060	NA	NA	NA	NA	3.3658435
ENSG00000090104	-2.38953795	NA	NA	NA	NA
ENSG00000090316	NA	NA	NA	NA	3.0040693
ENSG00000090376	NA	NA	NA	2.284155174	2.7740376
ENSG00000090382	-10.0786696	-10.0855908	-10.0088	-9.677563646	-42.00955
ENSG00000090530	-2.605115816	NA	-3.40803	NA	NA
ENSG00000090534	-3.970076424	NA	NA	NA	NA
ENSG00000090539	-5.746809206	NA	NA	-4.737093163	NA
ENSG00000090659	-9.691168626	NA	NA	-6.784270087	NA
ENSG00000090857	NA	NA	NA	NA	3.7329543
ENSG00000090889	NA	NA	2.3842	2.617350501	6.000613
ENSG00000090920	-9.308267698	NA	NA	-6.673398389	NA
ENSG00000090932	-2.852532724	NA	NA	NA	NA
ENSG00000091009	NA	NA	NA	2.07057443	NA
ENSG00000091106	NA	NA	NA	-2.532101998	NA
ENSG00000091128	-2.011801763	NA	NA	NA	NA
ENSG00000091262	-2.843934474	NA	NA	-3.68320034	NA
ENSG00000091428	NA	NA	-3.33407	NA	NA
ENSG00000091482	-2.641469905	NA	NA	NA	NA
ENSG00000091483	NA	NA	NA	2.018255369	4.0509353
ENSG00000091513	-6.036229422	-6.047803023	-5.43756	NA	NA
ENSG00000091527	NA	NA	NA	NA	2.779415
ENSG00000091536	-2.996270079	NA	NA	-3.030402157	NA
ENSG00000091592	-3.845996466	NA	-2.18483	NA	NA
ENSG00000091622	-3.077946338	NA	NA	NA	NA
ENSG00000091651	-3.628680447	-3.559918506	NA	NA	NA
ENSG00000091831	NA	NA	-2.7254	NA	NA
ENSG00000091844	3.61143916	NA	NA	2.201115291	3.0900695
ENSG00000091972	-2.212711298	NA	NA	NA	NA
ENSG00000092009	-3.142952699	NA	NA	NA	NA
ENSG00000092051	-2.627776129	NA	NA	NA	NA
ENSG00000092054	-4.708955351	NA	NA	NA	NA
ENSG00000092068	NA	NA	NA	2.474969738	5.559556
ENSG00000092096	-2.601618599	NA	NA	NA	NA
ENSG00000092148	NA	NA	NA	NA	2.8228471
ENSG00000092201	NA	NA	NA	NA	2.1493924
ENSG00000092295	-8.391709256	-8.290911	-8.43746	-6.1272329	NA
ENSG00000092607	-5.669566059	NA	NA	-4.53948816	NA
ENSG00000092847	NA	NA	NA	NA	3.7319913
ENSG00000092853	NA	NA	NA	NA	2.9218266
ENSG00000092929	-5.04064284	NA	-4.37171	-3.339899311	-8.775318
ENSG00000092969	-3.571318367	NA	-5.34234	NA	NA
ENSG00000093000	NA	NA	NA	NA	2.6497514
ENSG00000093100	NA	NA	NA	NA	NA
ENSG00000093144	NA	NA	NA	NA	2.8728101
ENSG00000093183	NA	NA	NA	NA	2.97843
ENSG00000094755	-7.2869703	NA	-7.79429	-5.401987424	NA
ENSG00000094804	NA	NA	2.10753	2.418756135	5.295371
ENSG00000094880	NA	NA	NA	NA	2.6445186
ENSG00000094975	NA	NA	NA	NA	2.7950358
ENSG00000095002	NA	NA	NA	2.000010626	3.9993575
ENSG00000095110	-6.700595162	NA	NA	NA	NA
ENSG00000095139	NA	NA	NA	NA	2.642578
ENSG00000095203	-5.184094919	NA	NA	-3.944926494	NA
ENSG00000095261	NA	NA	NA	NA	3.864798
ENSG00000095303	-2.777148728	NA	NA	NA	NA
ENSG00000095370	-5.06820685	NA	-3.97018	-3.637249433	NA
ENSG00000095564	NA	NA	2.1466	2.362356512	5.115972
ENSG00000095574	NA	NA	NA	NA	3.2847047
ENSG00000095585	-5.398641325	NA	NA	NA	NA
ENSG00000095587	-3.1413438	NA	NA	-5.490248614	NA
ENSG00000095713	NA	NA	-8.2358	-6.413246664	-38.616966
ENSG00000095752	5.899427205	5.913399645	6.40078	2.953237955	11.306841
ENSG00000095777	-2.15978851	NA	NA	NA	NA
ENSG00000095917	-6.747091957	NA	NA	NA	NA
ENSG00000095932	-3.069435719	NA	NA	NA	NA
ENSG00000095970	-9.785053799	NA	NA	NA	NA
ENSG00000096063	NA	NA	NA	NA	3.6633706
ENSG00000096395	-3.464184017	NA	NA	NA	NA
ENSG00000096696	-4.70688519	-4.685183271	-3.52159	NA	NA
ENSG00000096746	NA	NA	NA	NA	3.1523526
ENSG00000096996	-2.976841537	NA	-3.1158	-2.551548517	NA
ENSG00000097033	NA	NA	NA	NA	3.223945
ENSG00000099139	NA	NA	-4.29946	NA	NA
ENSG00000099194	NA	NA	2.19273	2.758842295	NA
ENSG00000099204	-2.99504202	NA	-2.93502	NA	NA
ENSG00000099219	NA	NA	NA	2.111612541	4.2530546
ENSG00000099246	NA	NA	NA	NA	2.8663697
ENSG00000099256	NA	NA	-3.39833	NA	NA
ENSG00000099260	-5.35325154	NA	-4.54153	-4.123630538	NA
ENSG00000099282	-3.822032679	NA	-2.91962	-2.472216827	-5.548958
ENSG00000099290	2.011718131	NA	NA	NA	NA
ENSG00000099326	-2.698593263	NA	NA	NA	NA
ENSG00000099338	-3.611718796	NA	-4.82827	-4.582285421	NA
ENSG00000099341	NA	NA	NA	NA	2.838067
ENSG00000099399	NA	NA	NA	NA	NA
ENSG00000099617	-4.41654123	NA	NA	NA	NA
ENSG00000099622	-2.275350662	NA	NA	NA	NA
ENSG00000099715	-2.561435842	NA	NA	-4.957273161	NA
ENSG00000099769	-2.300255864	NA	NA	NA	NA
ENSG00000099783	NA	NA	NA	NA	2.1393313
ENSG00000099812	-4.07333875	NA	NA	NA	NA
ENSG00000099822	-2.076332426	NA	NA	NA	NA
ENSG00000099840	-3.339381605	NA	NA	-4.019601826	NA
ENSG00000099866	-2.00778345	NA	NA	NA	NA
ENSG00000099889	-2.229079097	NA	NA	NA	NA
ENSG00000099953	-4.36093713	-4.39883	-3.12315	NA	NA
ENSG00000099954	2.123828689	NA	NA	NA	2.7620232
ENSG00000099958	-2.216725272	NA	NA	NA	NA
ENSG00000099994	-2.393066197	NA	NA	NA	NA
ENSG00000099998	-10.12534119	NA	-8.27561	-7.954505294	-7.561213
ENSG00000100024	-6.162652484	NA	NA	NA	NA
ENSG00000100027	NA	NA	NA	NA	-2.837633
ENSG00000100033	-4.541576621	NA	-4.59189	NA	NA
ENSG00000100053	-4.468968009	NA	NA	NA	NA
ENSG00000100055	-7.529246269	NA	NA	-6.596760959	-3.783194
ENSG00000100060	-11.01626792	NA	NA	-6.327062744	NA
ENSG00000100065	-2.010710468	NA	NA	NA	NA
ENSG00000100079	-2.792923268	NA	NA	-3.566825014	NA
ENSG00000100122	-2.156255228	NA	NA	-4.737926614	NA
ENSG00000100129	NA	NA	NA	NA	NA
ENSG00000100156	-3.143378575	NA	NA	NA	NA
ENSG00000100162	NA	NA	NA	2.40980396	5.3140206
ENSG00000100167	-3.236642373	NA	-2.65805	NA	NA
ENSG00000100181	-5.964608772	NA	-6.81073	-6.175652039	-8.939945
ENSG00000100191	-2.019493919	NA	NA	NA	NA
ENSG00000100197	-3.289056907	NA	NA	-3.735138129	NA
ENSG00000100209	NA	NA	NA	NA	-3.1029587
ENSG00000100221	NA	NA	NA	NA	2.6136096
ENSG00000100234	2.043073325	NA	2.27118	NA	NA
ENSG00000100253	-5.500189544	NA	NA	-4.38805676	NA
ENSG00000100281	NA	NA	NA	NA	3.3663495
ENSG00000100285	-3.023162685	NA	NA	NA	NA
ENSG00000100288	NA	NA	NA	NA	NA
ENSG00000100298	-2.226118717	NA	NA	NA	NA
ENSG00000100302	-6.364411074	NA	NA	-3.952546115	NA
ENSG00000100307	-2.408779668	NA	NA	NA	NA
ENSG00000100311	-6.203027909	NA	-4.91059	-4.741718255	NA
ENSG00000100312	-4.155586361	NA	NA	-4.409701	NA
ENSG00000100335	NA	NA	NA	NA	2.776911
ENSG00000100336	-4.823676944	NA	-6.47376	-6.109474781	-5.8673882
ENSG00000100342	-10.07072989	-10.07570815	-10.0849	-8.989795182	-24.649858
ENSG00000100346	-5.133211689	NA	NA	NA	NA
ENSG00000100351	-4.776025256	NA	-4.57749	-4.5026849	NA
ENSG00000100364	NA	NA	2.34598	2.679328727	6.4055777
ENSG00000100365	-11.12428228	NA	NA	-7.760816051	NA
ENSG00000100373	-4.032383448	NA	NA	NA	NA
ENSG00000100385	-5.421213655	NA	-4.15687	-3.38807171	NA
ENSG00000100387	NA	NA	NA	NA	NA
ENSG00000100399	NA	NA	-4.73271	NA	NA
ENSG00000100416	NA	NA	NA	NA	2.3999112
ENSG00000100426	NA	NA	2.39215	2.576741173	5.9597135
ENSG00000100427	-6.546034928	NA	NA	NA	NA
ENSG00000100429	NA	NA	NA	NA	NA
ENSG00000100433	-6.107846904	NA	NA	NA	NA
ENSG00000100441	NA	NA	NA	NA	2.982045
ENSG00000100448	-5.505157224	NA	NA	NA	NA
ENSG00000100450	-2.387621634	NA	NA	NA	NA
ENSG00000100453	-2.651174083	NA	-4.01889	NA	NA
ENSG00000100479	NA	NA	NA	2.257327702	4.77205
ENSG00000100485	NA	NA	2.18564	2.336912259	5.0522013
ENSG00000100490	NA	NA	-2.99947	-2.54369976	-5.830824
ENSG00000100503	NA	NA	NA	NA	3.1879594
ENSG00000100505	-2.418591146	NA	-2.52342	NA	NA
ENSG00000100526	NA	NA	2.32228	2.608351004	6.260855
ENSG00000100528	NA	NA	NA	2.055176705	4.2983108
ENSG00000100567	NA	NA	NA	NA	2.5439382
ENSG00000100580	NA	NA	2.27249	2.446969139	5.4441943
ENSG00000100596	NA	NA	NA	NA	3.1681087
ENSG00000100604	-5.448618075	NA	NA	-3.935697381	NA
ENSG00000100626	-5.059934515	NA	-6.21502	-4.620655407	NA
ENSG00000100629	2.753427094	NA	NA	NA	NA
ENSG00000100644	NA	NA	NA	2.250515699	NA
ENSG00000100664	NA	NA	NA	NA	2.557494
ENSG00000100678	-2.704515626	NA	NA	NA	NA
ENSG00000100731	NA	NA	NA	NA	3.3215673
ENSG00000100744	NA	NA	2.17155	2.430796846	5.3548174
ENSG00000100764	NA	NA	NA	NA	2.4930923
ENSG00000100796	NA	NA	NA	NA	2.473072
ENSG00000100811	NA	NA	NA	NA	2.398685
ENSG00000100890	NA	NA	-2.28964	-2.05077958	NA
ENSG00000100902	NA	NA	NA	NA	NA
ENSG00000100916	NA	NA	2.26951	2.453439004	5.392657
ENSG00000100918	2.09339725	NA	NA	2.24050132	NA
ENSG00000100979	-2.077878682	NA	NA	NA	NA
ENSG00000100985	-10.86766017	-10.8505287	NA	-7.889064392	NA
ENSG00000101000	NA	NA	2.46703	3.176821994	8.776538
ENSG00000101049	-5.464736592	NA	NA	-5.686195419	NA
ENSG00000101074	-4.117882661	NA	NA	NA	NA
ENSG00000101076	-4.623084429	NA	NA	NA	NA
ENSG00000101082	NA	NA	-2.84611	-2.645336708	NA
ENSG00000101098	-9.33663567	NA	NA	NA	NA
ENSG00000101104	NA	NA	-2.72381	-2.276685268	NA
ENSG00000101115	NA	NA	NA	NA	3.763689
ENSG00000101126	NA	NA	NA	NA	3.3859463
ENSG00000101132	NA	NA	NA	NA	3.6202178
ENSG00000101138	NA	NA	NA	NA	3.7954266
ENSG00000101144	-7.592077537	NA	-6.36608	-4.607968187	NA
ENSG00000101188	-3.553995004	NA	NA	NA	NA
ENSG00000101198	-3.489308127	NA	-2.93051	NA	NA
ENSG00000101210	-3.186520725	NA	-2.11715	NA	NA
ENSG00000101213	-6.392020961	NA	NA	-4.803887727	NA
ENSG00000101224	NA	NA	2.05381	2.315773111	4.9787145
ENSG00000101247	NA	NA	NA	NA	3.2029142
ENSG00000101255	NA	NA	NA	2.116007257	4.3349257
ENSG00000101266	NA	NA	NA	NA	3.385355
ENSG00000101276	-3.963185238	NA	-5.25576	-4.64206423	NA
ENSG00000101278	NA	NA	NA	-3.855511788	NA
ENSG00000101282	-8.183918972	NA	NA	NA	NA
ENSG00000101306	-3.576594399	NA	NA	NA	NA
ENSG00000101307	NA	NA	-3.42551	NA	NA
ENSG00000101333	-5.60139933	NA	-5.64145	-4.959472464	NA
ENSG00000101335	-2.850806762	NA	NA	NA	NA
ENSG00000101336	-5.750314281	NA	-4.3883	-4.216569348	NA
ENSG00000101350	NA	NA	2.14466	2.26953138	4.821664
ENSG00000101353	NA	NA	-2.68321	-2.211608477	NA
ENSG00000101367	NA	NA	NA	NA	2.8825552
ENSG00000101412	NA	NA	NA	NA	3.9054787
ENSG00000101425	-3.257263433	NA	NA	NA	NA
ENSG00000101440	-2.115994429	NA	NA	-3.434225145	NA
ENSG00000101447	NA	NA	2.77293	3.062112833	8.355503
ENSG00000101463	-7.637354143	NA	NA	NA	NA
ENSG00000101470	-2.756643113	NA	NA	NA	NA
ENSG00000101489	-2.594568889	NA	NA	NA	NA
ENSG00000101542	-2.554934975	NA	NA	NA	NA
ENSG00000101544	NA	NA	NA	NA	3.5231369
ENSG00000101557	NA	NA	NA	NA	2.7080684
ENSG00000101596	NA	NA	NA	NA	3.9750352
ENSG00000101605	-3.380631612	NA	-5.72499	-5.156960365	NA
ENSG00000101608	NA	NA	NA	NA	3.0515435
ENSG00000101670	-2.712031503	NA	NA	NA	NA
ENSG00000101752	NA	NA	2.12548	2.415065351	5.185189
ENSG00000101812	NA	NA	NA	-3.774830284	NA
ENSG00000101825	-11.36782571	-11.12902742	NA	-8.706927422	NA
ENSG00000101842	-5.296321188	NA	NA	-6.515314105	NA
ENSG00000101843	NA	NA	NA	NA	3.6683025
ENSG00000101844	NA	NA	NA	NA	2.7376506
ENSG00000101911	NA	NA	NA	NA	3.5877144
ENSG00000101938	-5.436881279	NA	-5.25471	NA	NA
ENSG00000101958	-2.455452076	NA	NA	-6.250231041	NA
ENSG00000101977	2.48882807	NA	NA	NA	3.141732
ENSG00000102001	NA	NA	NA	-3.760979351	NA
ENSG00000102010	NA	NA	NA	NA	NA
ENSG00000102021	-6.951454177	NA	NA	NA	NA
ENSG00000102030	NA	NA	NA	NA	NA
ENSG00000102034	NA	NA	NA	2.303756263	4.6872487
ENSG00000102038	NA	NA	NA	NA	3.8226738
ENSG00000102053	-3.406358525	NA	NA	NA	NA
ENSG00000102054	NA	NA	NA	NA	2.4384677
ENSG00000102081	NA	NA	NA	NA	2.9433134
ENSG00000102109	-3.742722171	NA	-2.77831	NA	NA
ENSG00000102174	-4.565842676	NA	NA	-4.793994658	NA
ENSG00000102189	NA	NA	NA	2.228296654	4.4019427
ENSG00000102218	NA	NA	2.20639	2.472387514	5.3984256
ENSG00000102271	-4.74920779	NA	NA	NA	NA
ENSG00000102290	-4.276113472	NA	NA	-4.348047533	NA
ENSG00000102313	-10.98648289	-11.00178932	NA	-8.037238345	NA
ENSG00000102362	NA	NA	2.94996	3.463408873	7.5766273
ENSG00000102383	-6.76195717	NA	NA	NA	NA
ENSG00000102384	2.004680362	NA	2.1404	2.423447554	5.28672
ENSG00000102393	NA	NA	NA	2.382013729	5.2126393
ENSG00000102445	-3.02338458	NA	-2.50396	NA	NA
ENSG00000102452	-5.31577016	NA	NA	-4.694820915	NA
ENSG00000102466	NA	NA	NA	NA	NA
ENSG00000102524	-2.063355372	NA	NA	NA	NA
ENSG00000102678	-6.247964297	NA	NA	NA	NA
ENSG00000102683	-2.116677998	NA	NA	NA	NA
ENSG00000102699	NA	NA	2.10059	2.315044869	4.9762015
ENSG00000102753	NA	NA	NA	NA	2.8526783
ENSG00000102755	-2.958919648	NA	NA	NA	NA
ENSG00000102760	-2.847188258	NA	NA	NA	NA
ENSG00000102780	NA	NA	2.75724	3.001589346	NA
ENSG00000102781	NA	NA	NA	2.035526559	NA
ENSG00000102878	-2.235072729	NA	-2.02158	NA	NA
ENSG00000102879	-4.175368504	NA	-3.29922	NA	NA
ENSG00000102886	-6.268194475	NA	-5.61659	-5.487993079	NA
ENSG00000102890	-3.166242602	NA	NA	NA	NA
ENSG00000102924	-8.472491966	NA	NA	-5.624926055	NA
ENSG00000102962	NA	NA	NA	NA	NA
ENSG00000102970	-4.234498531	NA	NA	NA	NA
ENSG00000102974	NA	NA	NA	NA	3.6360395
ENSG00000103021	-2.57858735	NA	NA	NA	NA
ENSG00000103023	-2.907699794	NA	NA	NA	NA
ENSG00000103035	NA	NA	NA	NA	2.9968264
ENSG00000103044	NA	NA	-3.94063	NA	NA
