	PC1	PC2
ENSG00000000938	-0.00108705593765366	-0.955699592495437
ENSG00000000971	-0.00206773849025868	0.000484607790476039
ENSG00000001561	-0.00140857717780162	0.000704117465754251
ENSG00000001617	-0.000909670926128339	-4.88951753552742e-05
ENSG00000002587	-0.00210333914422404	0.00127015413343223
ENSG00000003137	-0.00143208586651156	0.000271908154102685
ENSG00000003147	-0.00112767736024089	-0.000257017594886109
ENSG00000003400	-0.001902301135058	-0.000176988410756061
ENSG00000004468	-0.00147716579061199	0.000228872071639154
ENSG00000004534	-0.00133427396366527	0.000365285443457247
ENSG00000004700	0.000867127373644947	-0.00163078538620827
ENSG00000004848	-0.00197569466521064	-0.00024705441195211
ENSG00000004897	0.000839373525334015	-0.000837747997471581
ENSG00000005379	-0.00169301828267457	2.28059383495571e-05
ENSG00000005844	-0.00309210592615624	0.00114574916428682
ENSG00000006125	0.00099671994335295	-0.000277768915346537
ENSG00000006634	0.00099111918223662	-0.000692882212218831
ENSG00000006740	-0.00192489629475269	-0.000198559147071658
ENSG00000007038	-0.00149157347373209	0.000215117606625328
ENSG00000007174	-0.00219981035112461	0.000358523827187332
ENSG00000007312	0.00145333748346968	-0.000251620046743509
ENSG00000007402	-0.0014361050575674	-0.000551461742276631
ENSG00000007516	-0.00124597715486061	-0.000779720356385878
ENSG00000007952	-0.00210792312372169	0.000446245055090192
ENSG00000008118	-0.00161396172371753	9.82782169403248e-05
ENSG00000008128	-0.00133399418160761	0.00159485193289241
ENSG00000008517	-0.00222911450543766	0.00115008119797186
ENSG00000009844	0.000805207753402168	-0.00087036475554361
ENSG00000009950	-0.00158825172583862	0.00012282257035115
ENSG00000010319	-0.00198401655068859	-0.000254998998302424
ENSG00000010327	-0.00248796589606665	0.000902965657846029
ENSG00000010671	-0.00132912251731919	-3.95631314517564e-05
ENSG00000011105	-0.00112905924272849	-0.000668103289401202
ENSG00000011275	-0.00128344272489593	0.000823578550521837
ENSG00000011405	0.000831663765213908	-2.55752829884509e-05
ENSG00000011426	0.000846291289827511	-1.16109436939587e-05
ENSG00000011465	-0.00299554885055294	0.00123792851797969
ENSG00000012174	0.00088628951799104	0.000846106765793369
ENSG00000012223	-0.00231664514687213	-0.000572546819882417
ENSG00000012963	0.000808201501616019	-0.000867506738420083
ENSG00000013293	-0.00321508726825183	0.00184787650033172
ENSG00000013573	-0.000811965905438136	4.43800776854571e-05
ENSG00000013725	-0.00177099554885285	-5.16359806308972e-05
ENSG00000015133	-0.00221104133721745	-0.00047173089457969
ENSG00000015285	-0.00281142494439954	0.000594171653521238
ENSG00000015676	-0.000826980351060926	3.00463596754832e-05
