	PC1	PC2
ENSG00000000460	0.0119149988404718	0.971778219585437
ENSG00000002933	-0.0211076874560007	0.000642579164211266
ENSG00000003147	-0.0179226222820749	-0.000946032549473528
ENSG00000003393	0.00879736003128129	0.000315568151405793
ENSG00000004700	0.0137815982977314	-0.0100017569427751
ENSG00000004779	0.0112602546623956	-0.000804733830423248
ENSG00000004897	0.0133404954098942	-0.00345434801496586
ENSG00000004961	0.0102370178956461	-0.00411105669295234
ENSG00000005022	0.0125397722937032	-0.0100324909640783
ENSG00000005238	0.0119027253970083	-0.00483509005841474
ENSG00000005302	0.008718419094234	0.00488710222930464
ENSG00000005339	0.00792419765448468	0.00528621890401024
ENSG00000005700	0.0102410067898523	-0.00410722601496633
ENSG00000005889	0.00922513946280076	-0.000435455909539716
ENSG00000006007	0.0124402659145189	0.000328473242298435
ENSG00000006128	0.00107737123077943	1.80317083593679e-05
ENSG00000006634	0.0157522491503699	-0.00346192645407093
ENSG00000007202	0.0103520607219063	-0.00980975680533246
ENSG00000007312	0.023098467418947	0.00126923814277123
ENSG00000008018	0.00967405641228404	0.00115749108883046
ENSG00000008311	0.00912604918840153	-0.00401612376492294
ENSG00000009307	0.00916842918945747	-0.00978460459108627
ENSG00000009335	0.0123905250218477	-0.00436663860598644
ENSG00000009844	0.0127974852840376	-0.00397582008912864
ENSG00000009954	0.00878237353052644	0.0095958638526497
ENSG00000010165	0.00785432762446217	0.00986646409883953
ENSG00000010270	0.0114093666930939	-0.00995622398096506
ENSG00000010292	0.012223022301281	0.00941453419369431
ENSG00000010327	-0.0395422259753104	-0.000795064884416882
ENSG00000011007	0.010513986278084	0.000802269852910128
ENSG00000011105	-0.0179445850869842	-0.00561446810508588
ENSG00000011114	0.0073350592051306	7.31042611402379e-05
ENSG00000011275	-0.0203982628276523	0.00364753698966784
ENSG00000011465	-0.0476094426197361	0.000752385783721444
ENSG00000011485	0.010316803533954	0.000612908200752402
ENSG00000012232	0.0115823288121323	-0.00862828629081044
ENSG00000013375	0.0105886080259795	-0.000287904181519586
ENSG00000013392	0.0096531929147915	0.00113745512487018
ENSG00000013503	0.00805345764339177	-0.00039882795782966
ENSG00000013561	0.0117503463529998	-0.000334081225140514
ENSG00000013573	-0.0129048952671906	0.00154899849126291
ENSG00000014123	0.0107607071687198	0.00336287670526627
ENSG00000014138	0.0107659746359942	-0.000117572672754945
ENSG00000014824	0.0122820023331682	-0.00911820071850731
ENSG00000014919	0.0100163635243427	0.00380989281346098
ENSG00000015171	0.00982531068442886	-0.0056682698468348
ENSG00000015479	0.00920335004418727	-0.0097510688434448
ENSG00000015676	-0.0131435257896785	0.00131983305291312
ENSG00000017797	0.00961325456429484	-6.27350755207391e-05
ENSG00000018280	-0.0278552285818219	0.00113368955918315
ENSG00000018610	-0.0122757526374092	-0.00365599316504379
ENSG00000019549	0.0201146654461671	0.000727458173963974
ENSG00000019582	-0.0674577012540857	-0.00901392016104573
ENSG00000020922	0.013288485911433	-0.00118062265560617
ENSG00000022267	0.0218115236144886	-0.00693767592126367
ENSG00000023041	0.0097339996432419	5.32207488097007e-05
ENSG00000023228	0.0110109431913446	-0.0103388443409899
ENSG00000023516	0.0182203950102779	0.00123199436641054
ENSG00000023697	-0.0128313813424181	-0.000704075397234155
ENSG00000023734	0.00913015612747246	-0.000526671808702584
ENSG00000023909	0.0136283736393514	0.00611679953513686
ENSG00000024048	0.00871393514999026	0.00488279613703514
ENSG00000024526	0.0233976481849751	0.00155655214886674
ENSG00000025156	0.0107747566981723	0.00105269702796377
ENSG00000025772	0.0117340859406742	-0.000349696681535165
ENSG00000028839	0.010432812260847	-0.0039230283508112
ENSG00000029363	0.0134289722552824	-0.0103403963621959
ENSG00000029364	0.00973777273571681	0.0035423521001857
ENSG00000029993	0.0117894752304704	-0.00959119213725858
ENSG00000030110	0.0102616875460391	-0.00408736554402767
ENSG00000031003	0.0127867884927981	-0.00398609260090877
ENSG00000032389	-0.0135597214782764	0.0102148331999947
ENSG00000033867	0.018675331825516	-0.0053021293453925
ENSG00000034063	0.012816275703475	-0.00163410303259961
ENSG00000034152	0.0115848140011136	0.000668788099912668
ENSG00000035141	0.00844967850098717	-0.00350383079140559
ENSG00000035499	0.020003067016633	0.000620286204692478
ENSG00000035664	-0.0267047245029485	0.00223855983650337
ENSG00000036054	0.0091161178387661	-0.00402566119571294
ENSG00000037241	0.00962363014819032	-0.00470011491802181
ENSG00000038274	0.00966135320865583	-0.0093112319992022
ENSG00000038945	-0.0245428425504165	-0.000332651374505845
ENSG00000039319	0.0173197842158935	-0.00660391026982953
ENSG00000040199	0.00800222395944755	0.000713806472159139
ENSG00000040275	0.0120244286335553	-0.00471821408102047
ENSG00000042088	0.0109527450297375	0.00354729754188459
ENSG00000043093	0.0114615112067356	-0.00525880384936598
ENSG00000043462	-0.0292459571451103	-0.000201876895220297
ENSG00000044574	0.0102613140432469	0.00985430742995201
ENSG00000047056	0.0092068372406122	-0.000453032189082204
ENSG00000047579	-0.0178861142427872	0.0014126993720325
ENSG00000047621	0.0102315406877422	0.00169286320731117
ENSG00000047644	0.0102577636808177	-0.00409113377235031
ENSG00000047662	-0.010153413713049	-0.0016178350750511
ENSG00000048028	0.00989111334289427	-0.000957733309534807
ENSG00000048471	-0.013220143170055	0.00124625463814819
ENSG00000048828	0.0102010090787021	0.0086345584405705
ENSG00000049245	0.0112485977093406	0.000345907551853635
ENSG00000050130	0.0104526443266437	-0.000418474992131266
